AREA,UNIT,DISC,DOCUMENT NUMBER,REV,TITLE,STATUS,ORIGINATOR,TYPE
H5,515,AR,0401413-H5-515-20-12-011,B,INSTRUMENT EQUIPMENT SHELTER IES-510 - ARCHITECTURAL PLAN-1,IFA,WORLEY,DRAWING
H5,515,AR,0401413-H5-515-20-12-012,B,INSTRUMENT EQUIPMENT SHELTER IES-510 - ARCHITECTURAL PLAN-2,IFA,WORLEY,DRAWING
H5,515,AR,0401413-H5-515-20-12-013,B,INSTRUMENT EQUIPMENT SHELTER IES-510 - ARCHITECTURAL ELEVATIONS-1,IFA,WORLEY,DRAWING
H5,515,AR,0401413-H5-515-20-12-014,B,INSTRUMENT EQUIPMENT SHELTER IES-510 - ARCHITECTURAL SECTIOINS-1,IFA,WORLEY,DRAWING
H5,515,AR,0401413-H5-515-20-12-015,B,INSTRUMENT EQUIPMENT SHELTER IES-510 - FINISHING SCHEDULE,IFA,WORLEY,DRAWING
H5,515,AR,0401413-H5-515-20-12-021,A,LP/HP CO2 COMPRESSOR SHED - ARCHITECTURAL PLAN-1,ICR,WORLEY,DRAWING
H5,515,AR,0401413-H5-515-20-12-022,A,LP/HP CO2 COMPRESSOR SHED - ARCHITECTURAL PLAN-2,ICR,WORLEY,DRAWING
H5,515,AR,0401413-H5-515-20-12-023,A,LP/HP CO2 COMPRESSOR SHED - ELEVATIONS,ICR,WORLEY,DRAWING
H5,515,AR,0401413-H5-515-20-12-024,A,LP/HP CO2 COMPRESSOR SHED - SECTIONS,ICR,WORLEY,DRAWING
H5,001,CI,0401413-H5-001-17-13-115,A,HABSHAN-5 PIPELINE ANCHOR BLOCK DETAILS,ICR,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-17-12-031,A,DRAIN DRUM SUMP (515-V-112 & 515-V-119) - PLAN AND DETAILS,ICR,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-17-12-041,B,CO2 RECOVERY HABSHAN - UNIT 515 - SITE GRADING PLAN AND DETAILS,IFA,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-17-23-041,B,VERTICAL VESSELS - FOUNDATION PLAN AND DETAILS,IFA,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-17-23-044,A,HABSHAN-5 TEG PACKAGE (515-ME-101) - FOUNDATION LAYOUT,IFA,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-17-23-045,A,SCRAPER RECEIVER (515-V-113) - FOUNDATION PLAN AND DETAILS,ICR,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-17-23-046,A,HABSHAN-5 LP/HP CO2 COMPRESSOR PACKAGE (515-ME-104) FOUNDATION LAYOUT,ICR,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-17-23-047,B,PUMP FOUNDATION - PLAN AND DETAILS,IFA,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-17-23-048,A,RECEIVER (515-V-113) IMPACT WALL - FOUNDATION PLAN AND DETAILS,ICR,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-17-23-051,A,HABSHAN-5 LP/HP CO2 COMPRESSOR PACKAGE (515-ME-104) FOUNDATION DETAILS,ICR,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-17-23-063,A,LP/HP CO2 COMPRESSOR SHED - FOUNDATION PLAN AND DETAILS,ICR,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-17-23-072,A,HABSHAN-5 TEG PACKAGE (515-ME-101) - FOUNDATION DETAIL,IFA,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-17-31-030,A,TOPOGRAPHIC & UNDERGROUND DETECTION SURVEY - KEY PLAN - HABSHAN-5 UNIT-515 (WGS-84 SYSTEM),ICR,ACES,DRAWING
H5,515,CI,0401413-H5-515-17-31-031,A,TOPOGRAPHIC & UNDERGROUND DETECTION SURVEY - HABSHAN-5 UNIT-515 (WGS-84 SYSTEM),ICR,ACES,DRAWING
H5,515,CI,0401413-H5-515-17-31-032,A,TOPOGRAPHIC & UNDERGROUND DETECTION SURVEY - KEY PLAN - HABSHAN-5 UNIT-515 (NAHRWAN SYSTEM),ICR,ACES,DRAWING
H5,515,CI,0401413-H5-515-17-31-033,A,TOPOGRAPHIC & UNDERGROUND DETECTION SURVEY - HABSHAN-5 UNIT-515 (NAHRWAN SYSTEM),ICR,ACES,DRAWING
H5,515,CI,0401413-H5-515-18-13-031,A,LP/HP CO2 COMPRESSOR SHED - BASE PLATE LAYOUT AND DETAILS,ICR,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-18-13-032,A,LP/HP CO2 COMPRESSOR SHED - PLAN AT TOG EL (+) 114.000,ICR,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-18-13-033,A,LP/HP CO2 COMPRESSOR SHED - PLAN AT BOS EL (+) 116.400,ICR,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-18-13-034,A,LP/HP CO2 COMPRESSOR SHED - PLAN AT ROOF LEVEL,ICR,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-18-13-035,A,LP/HP CO2 COMPRESSOR SHED - STRUCTURAL ELEVATIONS,ICR,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-20-13-001,B,H5 SUBSTATION 519 - STRUCTURAL FLOOR PLAN,IFA,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-20-13-002,B,H5 SUBSTATION 519 - STRUCTURAL FLOOR PLAN,IFA,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-20-13-003,B,H5 SUBSTATION 519 - SECTION,IFA,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-20-13-004,A,HABSHAN-5 AT SUBSTATION-516 STRUCTURAL GROUND FLOOR PLAN,ICR,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-20-13-011,B,INSTRUMENT EQUIPMENT SHELTER - IES-510 - STRUCTURAL FLOOR PLAN,IFA,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-20-13-012,B,INSTRUMENT EQUIPMENT SHELTER - IES-510 - STRUCTURAL ROOF PLAN,IFA,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-20-13-013,B,INSTRUMENT EQUIPMENT SHELTER - IES-510 - STRUCTURAL SECTIONS,IFA,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-20-23-001,B,H5 SUBSTATION 519 - RC FOUNDATION LAYOUT & DETAILS,IFA,WORLEY,DRAWING
H5,515,CI,0401413-H5-515-20-23-002,B,INSTRUMENT EQUIPMENT SHELTER - IES-510 - RC FOUNDATION LAYOUT & DETAILS,IFA,WORLEY,DRAWING
H5,001,CI,DC-0401413-H5-001-17-22-106,B,DESIGN CALCULATION - HABSHAN-5 PUMP FOUNDATION (STATIC),IFA,WORLEY,DOCUMENT
H5,001,CI,DC-0401413-H5-001-17-22-111,A,ADDITIONAL DESIGN REQUIREMENT - HABSHAN 5,ICR,WORLEY,DOCUMENT
H5,515,CI,DC-0401413-H5-515-17-22-003,A,DESIGN CALCULATION FOR COMPRESSOR SHED,ICR,WORLEY,DOCUMENT
H5,515,CI,DC-0401413-H5-515-17-22-004,B,DESIGN CALCULATION HABSHAN-5 - VERTICAL VESSEL FOUNDATION,IFA,WORLEY,DOCUMENT
H5,515,CI,DC-0401413-H5-515-17-22-006,A,"DESIGN CALCULATION HABSHAN-5, UNIT-515 TEG PACKAGE (515-ME-101) FOUNDATION",IFA,WORLEY,DOCUMENT
H5,515,CI,DC-0401413-H5-515-17-22-009,A,DESIGN CALCULATION HABSHAN-5 FOUNDATION FOR LP/HP CO2 COMPRESSOR PACKAGE (515-ME-104),ICR,WORLEY,DOCUMENT
H5,515,CI,DC-0401413-H5-515-20-22-001,B,DESIGN CALCULATION OF HABSHAN 5 UNIT 515 IES 510 BUILDING,IFA,WORLEY,DOCUMENT
H5,515,CI,DC-0401413-H5-515-20-22-002,B,DESIGN CALCULATION OF HABSHAN 5 SUBSTATION 519,IFA,WORLEY,DOCUMENT
H5,001,CI,RPT-0401413-H5-001-14-17-011,B,GEOTECHNICAL INVESTIGATION - FACTUAL REPORT FOR HABSHAN-5 UNIT 515,ICR,ACES,DOCUMENT
H5,001,CI,RPT-0401413-H5-001-14-17-012,B,GEOTECHNICAL INVESTIGATION - INTERPRETATIVE AND RECOMMENDATION REPORT FOR HABSHAN-5 UNIT 515,ICR,ACES,DOCUMENT
H5,001,CI,RPT-0401413-H5-001-14-17-021,A,TOPOGRAPHIC AND UNDERGROUND DETECTION SURVEY REPORT - HABSHAN-5 UNIT 515,ICR,ACES,DOCUMENT
H5,001,CI,RPT-0401413-H5-001-17-17-001,0,HABSHAN-5 SITE VISIT REPORT - CIVIL AND STRUCTURAL,IFI,WORLEY,DOCUMENT
H5,001,EL,0401413-H5-000-16-33-001,0,KEY SINGLE LINE DIAGRAM - OVERALL POWER DISTRIBUTION,IFD,WORLEY,DRAWING
H5,001,EL,0401413-H5-000-16-33-002,0,SINGLE LINE DIAGRAM - 33KV SWITCHBOARD 580-EE-002 SUBSTATION 500 ,IFD,WORLEY,DRAWING
H5,001,EL,0401413-H5-000-16-33-003,0,SINGLE LINE DIAGRAM 3.3KV SWITCHGEAR SUBSTATION 500,IFD,WORLEY,DRAWING
H5,001,EL,0401413-H5-000-16-33-004,0,KEY SINGLE LINE DIAGRAM - SUBSTATION 519,IFD,WORLEY,DRAWING
H5,001,EL,0401413-H5-000-16-33-005,0,METERING AND PROTECTION SLD FOR 33KV SWITCHGEAR SS 519 (580-EE-1901),IFD,WORLEY,DRAWING
H5,001,EL,0401413-H5-000-16-33-006,B,METERING AND PROTECTION SLD FOR 11KV SWITCHGEAR (515-EE-1902),IFA,WORLEY,DRAWING
H5,001,EL,0401413-H5-000-16-33-007,B,METERING AND PROTECTION SLD FOR 3.3KV SWITCHGEAR (580-EE-1903),IFA,WORLEY,DRAWING
H5,001,EL,0401413-H5-000-16-33-008,B,415V SWITCHGEAR SINGLE LINE DIAGRAM (580-EE-1904),IFA,WORLEY,DRAWING
H5,001,EL,0401413-H5-000-16-33-009,B,415V SWITCHGEAR SINGLE LINE DIAGRAM (580-EE-1905),IFA,WORLEY,DRAWING
H5,001,EL,0401413-H5-000-16-33-010,0,415V EMERGENCY SWITCHGEAR SINGLE LINE DIAGRAM (580-EE-1900),IFD,WORLEY,DRAWING
H5,001,EL,0401413-H5-000-16-33-011,0,SINGLE LINE DIAGRAM 110V DC UPS (HABSHAN 5),IFD,WORLEY,DRAWING
H5,001,EL,0401413-H5-000-16-33-017,0,SINGLE LINE DIAGRAM - EXTENSION OF EXISTING 3.3KV SWITCHGEARS (HABSHAN-5),IFD,WORLEY,DRAWING
H5,001,EL,0401413-H5-000-16-33-018,0,SINGLE LINE DIAGRAM - EXTENSION OF EXISTING 415V SWITCHGEARS (HABSHAN 5),IFD,WORLEY,DRAWING
H5,001,EL,0401413-H5-001-16-36-011,B,"ECS, LV IPCS ARCHITECTURE DIAGRAM - SUBSTATION-519",IFD,WORLEY,DRAWING
H5,001,EL,0401413-H5-001-16-60-200,B,EQUIPMENT LAYOUT - SUBSTATION 519,IFA,WORLEY,DRAWING
H5,001,EL,0401413-H5-001-16-60-204,0,EQUIPMENT LAYOUT - EXTENSION OF EXISTING 3.3KV AND 415V SWITCHGEARS,IFD,WORLEY,DRAWING
H5,001,EL,0401413-H5-001-16-60-208,0,ELECTRICAL EQUIPMENT LAYOUT - SUBSTATION 500,IFD,WORLEY,DRAWING
H5,001,EL,0401413-H5-001-16-60-209,0,CABLE ROUTING LAYOUT (SUBSTATION 500 TO SUBSTATION 519),IFD,WORLEY,DRAWING
H5,515,EL,0401413-H5-515-16-33-012,A,SINGLE LINE DIAGRAM 240V AC UPS (HABSHAN-5),ICR,WORLEY,DRAWING
H5,001,EL,DOD-0401413-H5-001-16-31-002,B,ELECTRICAL HEAT TRACING SYSTEM SCHEDULE (HABSHAN-5),IFA,WORLEY,DOCUMENT
H5,001,EL,DOD-0401413-H5-001-16-31-003,A,TIE-IN SCHEDULES (HABSHAN-5),ICR,WORLEY,DOCUMENT
H5,001,EL,DOD-0401413-H5-001-16-34-001,0,HABSHAN-5 ELECTRICAL LOAD LIST,IFD,WORLEY,DOCUMENT
H5,001,EL,DOD-0401413-H5-001-16-34-002,B,ELECTRICAL EQUIPMENT LIST (HABSHAN-5),IFA,WORLEY,DOCUMENT
H5,001,EL,DOD-0401413-H5-001-16-34-003,0,HABSHAN-5 I/O LIST FOR ECS/IPCS (TYPICAL),IFD,WORLEY,DOCUMENT
H5,001,EL,DOD-0401413-H5-001-16-35-001,B,HABSHAN-5 TRANSFORMER SIZING,IFA,WORLEY,DOCUMENT
H5,001,EL,DOD-0401413-H5-001-16-35-004,0,NEUTRAL EARTHING RESISTOR SIZING CALCULATION (HABSHAN-5),IFD,WORLEY,DOCUMENT
H5,001,EL,DOD-0401413-H5-001-16-35-005,0,DC UPS SIZING CALCULATION (HABSHAN-5),IFD,WORLEY,DOCUMENT
H5,001,EL,DOD-0401413-H5-001-16-35-006,A,CABLE SIZING CALCULATION (HABSHAN-5),ICR,WORLEY,DOCUMENT
H5,001,EL,DOD-0401413-H5-001-16-35-007,B,SWITCHGEAR SIZING CALCULATION (HABSHAN-5),IFA,WORLEY,DOCUMENT
H5,001,EL,DOD-0401413-H5-001-16-35-008,0,HABSHAN-5 EARTHING & LIGHTNING PROTECTION CALCULATION,IFD,WORLEY,DOCUMENT
H5,001,EL,DOD-0401413-H5-001-16-35-009,A,LIGHTING CALCULATIONS - INDOOR (HABSHAN-5),ICR,WORLEY,DOCUMENT
H5,001,EL,DOD-0401413-H5-001-16-38-001,1,DATA SHEET FOR POWER TRANSFORMER (HABSHAN-5),IFD,WORLEY,DOCUMENT
H5,001,EL,DOD-0401413-H5-001-16-38-002,0,DATA SHEET FOR DISTRIBUTION TRANSFORMER,IFD,WORLEY,DOCUMENT
H5,001,EL,DOD-0401413-H5-001-16-38-004,0,DATASHEET FOR 11KV AIR INSULATED SWITCHGEAR (HABSHAN-5),IFD,WORLEY,DOCUMENT
H5,001,EL,DOD-0401413-H5-001-16-38-005,0,DATASHEET FOR LV SWITCHGEAR (HABSHAN-5),IFD,WORLEY,DOCUMENT
H5,001,EL,DOD-0401413-H5-001-16-38-006,0,DATASHEET FOR 3.3KV AIR INSULATED SWITCHGEAR (HABSHAN-5),IFD,WORLEY,DOCUMENT
H5,001,EL,DOD-0401413-H5-001-16-38-009,0,DATASHEET FOR DISTRIBUTION BOARDS (HABSHAN-5),IFD,WORLEY,DOCUMENT
H5,001,EL,DOD-0401413-H5-001-16-38-010,0,DATASHEET FOR DC UPS,IFD,WORLEY,DOCUMENT
H5,001,EL,DOD-0401413-H5-001-16-38-012,0,DATASHEET FOR MV STARTING CONVERTER WITH BYPASS FOR LP/HP CO2 COMPRESSOR (HABSHAN-5),IFD,WORLEY,DOCUMENT
H5,001,EL,DOD-0401413-H5-001-16-38-014,0,HABSHAN-5 DATASHEET FOR NEUTRAL GROUNDING RESISTOR,IFD,WORLEY,DOCUMENT
H5,001,EL,DOD-0401413-H5-001-16-38-015,0,DATASHEET FOR HEAT TRACING SYSTEM (HABSHAN-5),IFD,WORLEY,DOCUMENT
H5,001,EL,DOD-0401413-H5-001-16-38-017,1,HABSHAN-5 DATASHEET FOR LV BUSDUCT,IFD,WORLEY,DOCUMENT
H5,001,EL,DOD-0401413-H5-001-16-38-018,0,DATA SHEET FOR MV BUS DUCT (HABSHAN-5),IFD,WORLEY,DOCUMENT
H5,001,EL,DOD-0401413-H5-001-16-38-019,0,DATA SHEET FOR GAS INSULATED 33KV SWITCHGEAR (HABSHAN-5),IFD,WORLEY,DOCUMENT
H5,515,EL,DOD-0401413-H5-515-16-35-003,B,AC UPS SIZING CALCULATION (HABSHAN-5),IFA,WORLEY,DOCUMENT
H5,515,EL,DOD-0401413-H5-515-16-38-011,A,DATASHEET FOR AC UPS (HABSHAN-5),ICR,WORLEY,DOCUMENT
H5,515,EL,RPT-0401413-GG-515-16-39-004,B,TECHNICAL BID EVALUATION REPORT FOR 40MVA POWER TRANSFORMER,IFA,WORLEY,DOCUMENT
H5,001,EL,RPT-0401413-H5-001-16-00-001,B,POWER SYSTEM STUDY REPORT,IFA,WORLEY,DOCUMENT
H5,001,EL,RPT-0401413-H5-001-16-00-002,B,ADEQUACY CHECK REPORT FOR EXISTING ELECTRICAL EQUIPMENT AT HABSHAN-5,IFA,WORLEY,DOCUMENT
H5,515,HV,0401413-H5-515-34-77-003-001,A,HVAC LAYOUT (H5 - IES510),ICR,WORLEY,DRAWING
H5,515,HV,0401413-H5-515-34-77-003-002,A,HVAC LAYOUT (H5 - IES510),ICR,WORLEY,DRAWING
H5,515,HV,0401413-H5-515-34-88-002,A,HVAC AIR FLOW DIAGRAM (H5 - SS519),ICR,WORLEY,DRAWING
H5,515,HV,0401413-H5-515-34-88-003,B,HVAC AIR FLOW DIAGRAM (H5 - IES510),IFA,WORLEY,DRAWING
H5,515,HV,0401413-H5-515-34-90-004-001,A,HVAC CONTROL DIAGRAM (H5 - SS519),ICR,WORLEY,DRAWING
H5,515,HV,0401413-H5-515-34-90-004-002,A,HVAC CONTROL DIAGRAM (H5 - SS519),ICR,WORLEY,DRAWING
H5,515,HV,0401413-H5-515-34-90-005,A,CHILLED WATER SCHEMATIC DIAGRAM (H5-SS519),ICR,WORLEY,DRAWING
H5,515,HV,0401413-H5-515-34-90-007-001,B,HVAC CONTROL DIAGRAM (H5-IES510),IFA,WORLEY,DRAWING
H5,515,HV,0401413-H5-515-34-90-007-002,B,HVAC CONTROL DIAGRAM (H5-IES510),IFA,WORLEY,DRAWING
H5,515,HV,0401413-H5-515-34-90-008,0,CHILLED WATER SCHEMATIC DIAGRAM (H5-IES510),IFT,WORLEY,DRAWING
H5,515,HV,DC-0401413-H5-515-34-66-002,A,HVAC HEAT LOAD CALCULATION (H5-SS),ICR,WORLEY,DOCUMENT
H5,515,HV,DC-0401413-H5-515-34-66-003,B,HVAC HEAT LOAD CALCULATION (H5 - IES),IFA,WORLEY,DOCUMENT
H5,515,HV,DOD-0401413-H5-515-34-22-002,A,HVAC EQUIPMENT LIST (H5 - SS519),ICR,WORLEY,DOCUMENT
H5,515,HV,DOD-0401413-H5-515-34-22-003,A,HVAC EQUIPMENT LIST (H5 - IES510),ICR,WORLEY,DOCUMENT
H5,515,HV,SPP-0401413-H5-515-34-44-002,A,HVAC EQUIPMENT DATA SHEETS (H5 - SUBSTATION 519),ICR,WORLEY,DOCUMENT
H5,515,HV,SPP-0401413-H5-515-34-44-003,B,HVAC EQUIPMENT DATA SHEETS (H5 - IES),IFA,WORLEY,DOCUMENT
H5,001,IC,0401413-H5-001-15-30-010,A,INSTRUMENT EQUIPMENT ROOM LAYOUT NEW IES-510 (HABSHAN 5),ICR,WORLEY,DRAWING
H5,001,IC,0401413-H5-001-15-77-001-001,A,CONTROL SYSTEMS ARCHITECTURE/BLOCK DIAGRAM FOR ICS (HABSHAN 5),ICR,WORLEY,DRAWING
H5,001,IC,0401413-H5-001-15-77-001-002,A,CONTROL SYSTEMS ARCHITECTURE/BLOCK DIAGRAM FOR ICS (HABSHAN 5),ICR,WORLEY,DRAWING
H5,001,IC,0401413-H5-001-15-77-002,A,CONTROL SYSTEMS BLOCK DIAGRAMS FOR MMS (HABSHAN 5),ICR,WORLEY,DRAWING
H5,001,IC,0401413-H5-001-15-77-003,B,CONTROL SYSTEM BLOCK DIAGRAM FOR IES-510 (HABSHAN 5),IFA,WORLEY,DRAWING
H5,001,IC,0401413-H5-001-15-77-004-001,A,CONTROL SYSTEM AND INTERFACE BLOCK DIAGRAM FOR IES-507 AND IES-508 MODIFICATION - HABSHAN #5,ICR,WORLEY,DRAWING
H5,001,IC,0401413-H5-001-15-77-004-002,A,CONTROL SYSTEM AND INTERFACE BLOCK DIAGRAM FOR IES-507 AND IES-508 MODIFICATION - HABSHAN #5,ICR,WORLEY,DRAWING
H5,001,IC,0401413-H5-001-15-77-010,B,CONTROL SYSTEMS ARCHITECTURE/BLOCK DIAGRAMS FOR CUSTODY TRANSFER CO2 FLOW METERING SYSTEM - HABSHAN 5,IFA,WORLEY,DRAWING
H5,001,IC,0401413-H5-001-15-77-011,A,CONTROL SYSTEMS BLOCK DIAGRAMS FOR ACS (HABSHAN 5),ICR,WORLEY,DRAWING
H5,001,IC,DOD-0401413-H5-001-15-66-002,A,FLOW ELEMENT SIZING CALCULATION AT HABSHAN-5,ICR,WORLEY,DOCUMENT
H5,001,IC,DOD-0401413-H5-001-15-66-003,B,THERMOWELL WAKE FREQUENCY CALCULATION AT HABSHAN-5,IFA,WORLEY,DOCUMENT
H5,001,IC,DOD-0401413-H5-001-15-66-004,B,CONTROL VALVE SIZING CALCULATION AT HABSHAN-5,IFA,WORLEY,DOCUMENT
H5,001,IC,NM-0401413-H5-001-15-44-005,A,F&G I/O LIST - HABSHAN 5 EXISTING / NEW FACILITIES,ICR,WORLEY,DOCUMENT
H5,001,IC,NM-0401413-H5-001-15-89-002,B,INSTRUMENT INDEX - HABSHAN 5,IFA,WORLEY,DOCUMENT
H5,001,IC,NM-0401413-H5-001-15-89-003,B,DCS I/O LIST - HABSHAN-5,IFA,WORLEY,DOCUMENT
H5,001,IC,NM-0401413-H5-001-15-89-004,B,ESD I/O LIST - HABSHAN-5,IFA,WORLEY,DOCUMENT
H5,001,IC,R-0401413-H5-001-15-55-002,A,MATERIAL REQUISITION FOR INTEGRATED CONTROL SYSTEM (ICS) FOR HABSHAN-5,ICR,WORLEY,DOCUMENT
H5,001,IC,RPT-0401413-H5-001-15-89-001,A,SITE VISIT REPORT - INSTRUMENTATION (HABSHAN 5),ICR,WORLEY,DOCUMENT
H5,001,IC,SOW-0401413-H5-001-15-11-007,B,ADEQUACY STUDY AND MODIFICATION SCOPE OF WORK FOR MMS (HABSHAN-5),IFA,WORLEY,DOCUMENT
H5,001,IC,SOW-0401413-H5-001-15-11-051,A,ADEQUACY STUDY AND MODIFICATION SCOPE OF WORK FOR DCS (HABSHAN-5),ICR,WORLEY,DOCUMENT
H5,001,IC,SOW-0401413-H5-001-15-11-052,A,ADEQUACY STUDY AND MODIFICATION SCOPE OF WORK FOR ESD (HABSHAN-5),ICR,WORLEY,DOCUMENT
H5,001,IC,SOW-0401413-H5-001-15-11-056,A,ADEQUACY STUDY AND MODIFICATION SCOPE OF WORK FOR ACS (HABSHAN-5),ICR,WORLEY,DOCUMENT
H5,001,IC,SPP-0401413-H5-001-15-50-001,B,INSTRUMENT DATASHEETS FOR MOTOR OPERATED VALVES AT HABSHAN-5,IFA,WORLEY,DOCUMENT
H5,001,IC,SPP-0401413-H5-001-15-50-002,B,INSTRUMENT DATASHEETS FOR CONTROL VALVES AT HABSHAN-5,IFA,WORLEY,DOCUMENT
H5,001,IC,SPP-0401413-H5-001-15-50-003,B,INSTRUMENT DATASHEETS FOR SAFETY RELIEF VALVES AT HABSHAN-5,IFA,WORLEY,DOCUMENT
H5,001,IC,SPP-0401413-H5-001-15-50-004,B,"INSTRUMENT DATASHEETS FOR FLOW ELEMENTS, RESTIRCTION ORIFICE & PITOT TUBE AT HABSHAN-5",IFA,WORLEY,DOCUMENT
H5,001,IC,SPP-0401413-H5-001-15-50-005,B,INSTRUMENT DATASHEETS FOR FLOW TRANSMITTER AT HABSHAN-5,IFA,WORLEY,DOCUMENT
H5,001,IC,SPP-0401413-H5-001-15-50-006,B,INSTRUMENT DATASHEETS FOR GUIDED WAVE RADAR LEVEL TRANSMITTERS AT HABSHAN-5,IFA,WORLEY,DOCUMENT
H5,001,IC,SPP-0401413-H5-001-15-50-007,B,INSTRUMENT DATASHEETS FOR ELECTRONIC TRANSMITTERS AT HABSHAN-5,IFA,WORLEY,DOCUMENT
H5,001,IC,SPP-0401413-H5-001-15-50-009,A,DATASHEETS FOR FIRE & GAS DEVICES AT HABSHAN-5,ICR,WORLEY,DOCUMENT
H5,001,IC,SPP-0401413-H5-001-15-50-010,B,DATASHEETS FOR CUSTODY TRANSFER FLOW METERING SKID AT HABSHAN-5,IFA,WORLEY,DOCUMENT
H5,001,IC,SPP-0401413-H5-001-15-50-011,B,INSTRUMENT DATASHEETS FOR ESD ON-OFF VALVES AT HABSHAN-5,IFA,WORLEY,DOCUMENT
H5,001,IC,SPP-0401413-H5-001-15-50-012,A,INSTRUMENT DATASHEETS FOR ANALYSERS AT HABSHAN-5,ICR,WORLEY,DOCUMENT
H5,001,ME,DOD-0401413-H5-001-08-44-118,A,SPECIFICATION FOR COS HYDROLYSIS PACKAGE (TAG NO: 515-ME-103),ICR,WORLEY,DOCUMENT
H5,515,ME,R-0401413-H5-515-09-55-001,0,MATERIAL REQUISITION FOR HIGH PRESSURE CO2 EXPORT PUMP,IFT,WORLEY,DOCUMENT
H5,515,ME,R-0401413-H5-515-33-80-002,B,MATERIAL REQUISITION FOR CO2 RECOVERY UNIT AT HABSHAN 5,IFA,WORLEY,DOCUMENT
H5,515,ME,SP-0401413-H5-515-33-80-003,0,SPECIFICATION FOR CO2 RECOVERY UNIT - HABSHAN-5,IFT,WORLEY,DOCUMENT
H5,515,ME,SPP-0401413-H5-515-07-44-122,0,MECHANICAL DATASHEET FOR LP COMPRESSOR 4TH STAGE DISCHARGE COOLER (TAG NO. 515-E-104),IFT,WORLEY,DOCUMENT
H5,515,ME,SPP-0401413-H5-515-07-44-123,0,MECHANICAL DATASHEET FOR HP COMPRESSOR 4TH STAGE DISCHARGE COOLER (TAG NO. 515-E-114),IFT,WORLEY,DOCUMENT
H5,515,ME,SPP-0401413-H5-515-07-44-124,0,MECHANICAL DATASHEET FOR HP CO2 EXPORT DISCHARGE COOLER - HABSHAN 5 (TAG NO. 515-E-116),IFT,WORLEY,DOCUMENT
H5,515,ME,SPP-0401413-H5-515-08-44-117,0,MECHANICAL DATASHEET FOR LP COMPRESSOR 1ST STAGE SUCTION SCRUBBER - HABSHAN 5 (TAG NO. 515-V-101),IFT,WORLEY,DOCUMENT
H5,515,ME,SPP-0401413-H5-515-08-44-121,0,MECHANICAL DATASHEET FOR HP CO2 COMPRESSOR 1ST STAGE SUCTION SCRUBBER DRUM - HABSHAN 5 (TAG NO. 515-V-114),IFT,WORLEY,DOCUMENT
H5,515,ME,SPP-0401413-H5-515-08-44-125,0,MECHANICAL DATASHEET FOR HABSHAN 5 CLOSED DRAIN DRUM (TAG NO. 515-V-119),IFT,WORLEY,DOCUMENT
H5,515,ME,SPP-0401413-H5-515-08-44-126,0,MECHANICAL DATASHEET FOR HABSHAN 5 GLYCOL DRAIN DRUM (TAG NO. 515-V-112),IFT,WORLEY,DOCUMENT
H5,515,ME,SPP-0401413-H5-515-09-44-013,0,DATASHEET FOR HABSHAN 5 HIGH PRESSURE CO2 EXPORT PUMPS (515-P-107A/B),IFT,WORLEY,DOCUMENT
H5,515,ME,SPP-0401413-H5-515-09-44-015,0,DATASHEET FOR HABSHAN 5 SOUR WATER PUMPS (515-P-101A/B),IFT,WORLEY,DOCUMENT
H5,515,ME,SPP-0401413-H5-515-09-44-016,0,DATASHEET FOR HABSHAN 5 CLOSED DRAIN PUMPS (515-P-112A/B),IFT,WORLEY,DOCUMENT
H5,515,ME,SPP-0401413-H5-515-09-44-017,0,DATASHEET FOR HABSHAN 5 GLYCOL DRAIN PUMPS (515-P-105),IFT,WORLEY,DOCUMENT
H5,515,ME,SPP-0401413-H5-515-10-44-012,0,DATASHEET FOR HABSHAN 5 LOW PRESSURE & HIGH PRESSURE CO2 COMPRESSOR PACKAGE (515-C-101),IFT,WORLEY,DOCUMENT
H5,515,ME,SPP-0401413-H5-515-68-44-018,A,DATASHEET FOR OVERHEAD TRAVELLING CRANE IN HABSHAN 5 COMPRESSOR AND PUMP SHED,ICR,WORLEY,DOCUMENT
